page_id,name,urlslug,ID,ALIGN,EYE,HAIR,SEX,GSM,ALIVE,APPEARANCES,FIRST APPEARANCE,Year
177284,Rupert Helona (Earth-616),\/Rupert_Helona_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,11,Dec-92,1992
286999,Thanos (Doppelganger) (Earth-616),\/Thanos_(Doppelganger)_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,11,Jun-92,1992
93191,Clifton Joseph (Earth-616),\/Clifton_Joseph_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,11,Jan-93,1993
30097,Renee Majcomb (Earth-616),\/Renee_Majcomb_(Earth-616),Public Identity,Good Characters,,,Female Characters,,Living Characters,11,Nov-93,1993
7663,Seamus Mellencamp (Earth-616),\/Seamus_Mellencamp_(Earth-616),Secret Identity,Bad Characters,,No Hair,Male Characters,,Deceased Characters,11,May-93,1993
93204,Tim Holloway (Earth-616),\/Tim_Holloway_(Earth-616),Secret Identity,Good Characters,Blue Eyes,No Hair,Male Characters,,Living Characters,11,Jan-93,1993
19605,Anton Hellgate (Earth-616),\/Anton_Hellgate_(Earth-616),Secret Identity,Bad Characters,Green Eyes,Red Hair,Male Characters,,Deceased Characters,11,Apr-94,1994
529501,Julia Caputo (Earth-616),\/Julia_Caputo_(Earth-616),Public Identity,Good Characters,Blue Eyes,Red Hair,Female Characters,,Living Characters,11,Aug-94,1994
2019,Lifeforce (Earth-616),\/Lifeforce_(Earth-616),Secret Identity,Bad Characters,,Blond Hair,Female Characters,,Deceased Characters,11,Nov-94,1994
256543,Luminor (Earth-616),\/Luminor_(Earth-616),Secret Identity,Bad Characters,,White Hair,Male Characters,,Living Characters,11,Mar-94,1994
256544,Riger (Earth-616),\/Riger_(Earth-616),Secret Identity,Good Characters,,Blond Hair,Male Characters,,Living Characters,11,Jun-94,1994
27309,Ronald Hilliard (Earth-616),\/Ronald_Hilliard_(Earth-616),Known to Authorities Identity,Bad Characters,,Blond Hair,Male Characters,,Living Characters,11,Jan-96,1996
52275,Swordsman (Heroes Reborn) (Earth-616),\/Swordsman_(Heroes_Reborn)_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Deceased Characters,11,Nov-96,1996
289460,Todd Fields (Earth-616),\/Todd_Fields_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,11,Jan-97,1997
52047,Verminus Rex (Earth-616),\/Verminus_Rex_(Earth-616),,Bad Characters,Red Eyes,Brown Hair,Male Characters,,Living Characters,11,Oct-97,1997
16037,Jomo Kimanye (Earth-616),\/Jomo_Kimanye_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,11,May-99,1999
89434,Cosmic Man (Midas) (Earth-616),\/Cosmic_Man_(Midas)_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,No Hair,Male Characters,,Living Characters,11,Aug-00,2000
27312,Darren Mitchell (Earth-616),\/Darren_Mitchell_(Earth-616),Secret Identity,Good Characters,,,Male Characters,,Living Characters,11,Apr-00,2000
274785,Axel Bohusk (Earth-616),\/Axel_Bohusk_(Earth-616),,Good Characters,,,Male Characters,,Living Characters,11,Jul-03,2003
289412,Beemer (Earth-616),\/Beemer_(Earth-616),,Bad Characters,,Bald,Male Characters,,Living Characters,11,Jun-03,2003
10191,Elias Bogan (Earth-616),\/Elias_Bogan_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,11,Apr-03,2003
274784,Kara Bohusk (Earth-616),\/Kara_Bohusk_(Earth-616),,Good Characters,,,Female Characters,,Living Characters,11,Jul-03,2003
103151,Korra (Earth-616),\/Korra_(Earth-616),Public Identity,Good Characters,,Black Hair,Female Characters,,Deceased Characters,11,Jun-03,2003
681952,Sandra Pierce (Earth-616),\/Sandra_Pierce_(Earth-616),,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,11,Jun-03,2003
20275,Armena Ortega (Earth-616),\/Armena_Ortega_(Earth-616),No Dual Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,11,Aug-04,2004
117694,Esteban Ortega (Earth-616),\/Esteban_Ortega_(Earth-616),Public Identity,Good Characters,,,Male Characters,,Living Characters,11,Aug-04,2004
129237,Autonomously Decisive Automated Mechanism (Earth-616),\/Autonomously_Decisive_Automated_Mechanism_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,,Living Characters,11,Jul-05,2005
23585,Flaw (Earth-616),\/Flaw_(Earth-616),Secret Identity,Bad Characters,Green Eyes,No Hair,Male Characters,,Living Characters,11,Mar-06,2006
34222,Navid Hashim (Earth-616),\/Navid_Hashim_(Earth-616),,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,11,Nov-06,2006
23589,Offset (Earth-616),\/Offset_(Earth-616),Secret Identity,Bad Characters,,,Female Characters,,Living Characters,11,Feb-06,2006
101635,Harry Givens (Earth-616),\/Harry_Givens_(Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,11,Aug-07,2007
453610,Kruun (Earth-616),\/Kruun_(Earth-616),,Bad Characters,Red Eyes,Bald,Male Characters,,Living Characters,11,Feb-07,2007
35905,Sid Ridley (Earth-616),\/Sid_Ridley_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Grey Hair,Male Characters,,Deceased Characters,11,Jan-07,2007
437789,Deborah Green (Earth-616),\/Deborah_Green_(Earth-616),,Good Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,11,Apr-08,2008
110656,Randall Crowne (Earth-616),\/Randall_Crowne_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,11,Apr-08,2008
338040,Hive (Earth-616),\/Hive_(Earth-616),Secret Identity,Bad Characters,White Eyes,,Male Characters,,Living Characters,11,May-09,2009
240076,Zadkiel (Earth-616),\/Zadkiel_(Earth-616),No Dual Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,11,Feb-09,2009
395830,Abira (Earth-616),\/Abira_(Earth-616),Public Identity,Good Characters,Red Eyes,Red Hair,Female Characters,,Living Characters,11,Oct-10,2010
339756,Michel de Nostredame (Earth-616),\/Michel_de_Nostredame_(Earth-616),Public Identity,Good Characters,Blue Eyes,Grey Hair,Male Characters,,Living Characters,11,Aug-10,2010
352982,Phillip Hayes (Earth-616),\/Phillip_Hayes_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Deceased Characters,11,Jan-10,2010
499534,Aaron MacKenzie (Earth-616),\/Aaron_MacKenzie_(Earth-616),No Dual Identity,Good Characters,,Blond Hair,Male Characters,,Living Characters,11,Apr-11,2011
478008,Black Knight (Young Masters) (Earth-616),\/Black_Knight_(Young_Masters)_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Female Characters,,Living Characters,11,Sep-11,2011
489813,Dagan Shah (Earth-616),\/Dagan_Shah_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,11,Dec-11,2011
510428,Father (Earth-616),\/Father_(Earth-616),,Bad Characters,,Bald,Male Characters,,Deceased Characters,11,May-11,2011
499530,Katherine Glover (Earth-616),\/Katherine_Glover_(Earth-616),,Good Characters,,Brown Hair,Female Characters,,Living Characters,11,Apr-11,2011
489981,Nighteyes (Earth-616),\/Nighteyes_(Earth-616),Secret Identity,Good Characters,Red Eyes,Brown Hair,Female Characters,,Living Characters,11,Nov-11,2011
490088,Quickshot (Earth-616),\/Quickshot_(Earth-616),Secret Identity,Good Characters,Red Eyes,Brown Hair,Male Characters,,Living Characters,11,Nov-11,2011
481421,Tier Sinclair (Earth-616),\/Tier_Sinclair_(Earth-616),Secret Identity,Good Characters,Red Eyes,Brown Hair,Male Characters,,Deceased Characters,11,Oct-11,2011
490333,Visigoth (Earth-616),\/Visigoth_(Earth-616),Secret Identity,Good Characters,Red Eyes,Brown Hair,Male Characters,,Living Characters,11,Nov-11,2011
532561,Kashmir Vennema (Earth-616),\/Kashmir_Vennema_(Earth-616),,Bad Characters,,Black Hair,Female Characters,,Living Characters,11,Jun-12,2012
502003,Thori (Earth-616),\/Thori_(Earth-616),Secret Identity,Bad Characters,Red Eyes,Grey Hair,Male Characters,,Living Characters,11,Feb-12,2012
578698,Charlie Cluster-7 (Cluster) (Earth-616),\/Charlie_Cluster-7_(Cluster)_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,Bisexual Characters,Living Characters,11,Feb-13,2013
632289,Kaelynn Alexander (Earth-616),\/Kaelynn_Alexander_(Earth-616),,Good Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,11,Apr-13,2013
67995,Ben Gallagher (Earth-616),\/Ben_Gallagher_(Earth-616),Secret Identity,Good Characters,,Brown Hair,Male Characters,,Deceased Characters,11,,
683593,Paul Anselm (Earth-616),\/Paul_Anselm_(Earth-616),Public Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,11,,
12149,Rick Mason (Earth-616),\/Rick_Mason_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,11,,
640759,Ebony Maw (Earth-616),\/Ebony_Maw_(Earth-616),No Dual Identity,Bad Characters,Blue Eyes,White Hair,Male Characters,,Living Characters,11,,
691815,Harrison Snow (Earth-616),\/Harrison_Snow_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,11,,
632311,Monica Chang (Earth-616),\/Monica_Chang_(Earth-616),No Dual Identity,Good Characters,Black Eyes,Black Hair,Female Characters,,Living Characters,11,,
477516,Hirohito (Earth-616),\/Hirohito_(Earth-616),Public Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,10,Jun-42,1942
76274,Marla Drake (Earth-616),\/Marla_Drake_(Earth-616),Secret Identity,Good Characters,,,Female Characters,,Living Characters,10,Dec-42,1942
486516,Tommy Tyme (Earth-616),\/Tommy_Tyme_(Earth-616),Public Identity,Good Characters,,Orange Hair,Male Characters,,Living Characters,10,Apr-43,1943
11406,Victoria Murdock (Earth-616),\/Victoria_Murdock_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Blond Hair,Female Characters,,Deceased Characters,10,Jun-47,1947
43246,Arizona Annie (Earth-616),\/Arizona_Annie_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Deceased Characters,10,Mar-48,1948
668767,Soapy (Earth-616),\/Soapy_(Earth-616),Public Identity,Good Characters,,Grey Hair,Male Characters,,Living Characters,10,Nov-55,1955
16124,Googam (Earth-616),\/Googam_(Earth-616),Secret Identity,Bad Characters,Red Eyes,No Hair,Male Characters,,Living Characters,10,May-61,1961
17515,Goom (Earth-616),\/Goom_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,10,Mar-61,1961
21172,Grogg (Earth-616),\/Grogg_(Earth-616),Secret Identity,Good Characters,,No Hair,Male Characters,,Living Characters,10,Apr-61,1961
12197,Carl Zante (Earth-616),\/Carl_Zante_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,10,Mar-63,1963
2509,Scarlet Beetle (Earth-616),\/Scarlet_Beetle_(Earth-616),Public Identity,Bad Characters,Black Eyes,No Hair,Male Characters,,Living Characters,10,Jan-63,1963
236126,Ve Borson (Earth-616),\/Ve_Borson_(Earth-616),,Good Characters,,,Male Characters,,Deceased Characters,10,Oct-63,1963
236124,Vili Borson (Earth-616),\/Vili_Borson_(Earth-616),,Good Characters,,,Male Characters,,Deceased Characters,10,Oct-63,1963
9122,Boris Turgenov (Earth-616),\/Boris_Turgenov_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,10,Apr-64,1964
307063,Franz Gruber (Earth-616),\/Franz_Gruber_(Earth-616),Secret Identity,Bad Characters,,Bald,Male Characters,,Living Characters,10,Jul-64,1964
2167,Zoltan Drago (Earth-616),\/Zoltan_Drago_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,10,Feb-65,1965
2041,August Hopper (Earth-616),\/August_Hopper_(Earth-616),Public Identity,Bad Characters,Green Eyes,Grey Hair,Male Characters,,Living Characters,10,Sep-66,1966
15326,John Robert Keane (Earth-616),\/John_Robert_Keane_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Deceased Characters,10,Nov-66,1966
237039,Porga (Earth-616),\/Porga_(Earth-616),Secret Identity,Good Characters,,No Hair,Male Characters,,Deceased Characters,10,Sep-66,1966
298042,Flint (Goon) (Earth-616),\/Flint_(Goon)_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,10,Jul-67,1967
15286,Gary Buser (Earth-616),\/Gary_Buser_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,10,Nov-67,1967
9041,Lurking Unknown (Earth-616),\/Lurking_Unknown_(Earth-616),Secret Identity,Bad Characters,Black Eyes,Bald,Male Characters,,Living Characters,10,Jan-67,1967
1112,Charles Benton (Earth-616),\/Charles_Benton_(Earth-616),Secret Identity,Bad Characters,,Grey Hair,Male Characters,,Deceased Characters,10,Jun-68,1968
17415,Randau (Earth-616),\/Randau_(Earth-616),,Bad Characters,,No Hair,Male Characters,,Living Characters,10,May-68,1968
14905,Karthon (Earth-616),\/Karthon_(Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,10,Feb-69,1969
14096,Dark-Crawler (Earth-616),\/Dark-Crawler_(Earth-616),Secret Identity,Bad Characters,Red Eyes,,Male Characters,,Living Characters,10,Apr-70,1970
318066,Nameless One (Undying Ones Leader) (Earth-616),\/Nameless_One_(Undying_Ones_Leader)_(Earth-616),Secret Identity,Bad Characters,Red Eyes,No Hair,Male Characters,,Living Characters,10,Feb-70,1970
2469,William Carver (Earth-616),\/William_Carver_(Earth-616),Secret Identity,Good Characters,Brown Eyes,White Hair,Male Characters,,Deceased Characters,10,Oct-70,1970
54858,Clifton Graves (Earth-616),\/Clifton_Graves_(Earth-616),No Dual Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Deceased Characters,10,Apr-72,1972
560174,Donald Sample (Earth-616),\/Donald_Sample_(Earth-616),Public Identity,Good Characters,,Brown Hair,Male Characters,,Deceased Characters,10,May-72,1972
242649,Kid Cassidy (Earth-616),\/Kid_Cassidy_(Earth-616),Secret Identity,Bad Characters,,Blond Hair,Male Characters,,Deceased Characters,10,Oct-72,1972
560169,Michael Kelly (Earth-616),\/Michael_Kelly_(Earth-616),Public Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,10,Jun-72,1972
386951,Amon (Horse) (Earth-616),\/Amon_(Horse)_(Earth-616),,Good Characters,,,,,Living Characters,10,Oct-73,1973
439478,Bertha (Earth-616),\/Bertha_(Earth-616),No Dual Identity,Good Characters,,,Female Characters,,Living Characters,10,Jun-73,1973
15338,Horatio Walters (Earth-616),\/Horatio_Walters_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,10,Sep-73,1973
2713,Moondark (Earth-616),\/Moondark_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,10,Aug-73,1973
1099,Grover Raymond (Earth-616),\/Grover_Raymond_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,10,Feb-74,1974
2739,Piranha (Earth-616),\/Piranha_(Earth-616),Secret Identity,Bad Characters,Yellow Eyes,No Hair,Female Characters,,Deceased Characters,10,May-74,1974
57234,Slifer (Earth-616),\/Slifer_(Earth-616),Secret Identity,Bad Characters,Red Eyes,No Hair,Male Characters,,Living Characters,10,Feb-74,1974
1443,Tim Stuart (Earth-616),\/Tim_Stuart_(Earth-616),,Bad Characters,,Brown Hair,Male Characters,,Living Characters,10,Dec-74,1974
506893,Ann Reynolds (Earth-616),\/Ann_Reynolds_(Earth-616),No Dual Identity,Good Characters,,Blond Hair,Female Characters,,Living Characters,10,Aug-75,1975
18777,Jeff Turner (Earth-616),\/Jeff_Turner_(Earth-616),No Dual Identity,Good Characters,,,Male Characters,,Living Characters,10,Aug-75,1975
1925,Kierrok (Earth-616),\/Kierrok_(Earth-616),Secret Identity,Bad Characters,Yellow Eyes,,Male Characters,,Living Characters,10,Dec-75,1975
506897,Raymond Corey (Earth-616),\/Raymond_Corey_(Earth-616),No Dual Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,10,Aug-75,1975
302028,Anton Lupeski (Earth-616),\/Anton_Lupeski_(Earth-616),No Dual Identity,Bad Characters,,,Male Characters,,Deceased Characters,10,Jun-76,1976
197538,Barry Bauman (Earth-616),\/Barry_Bauman_(Earth-616),,Bad Characters,,Brown Hair,Male Characters,,Living Characters,10,Jun-76,1976
534267,Harry Key (Earth-616),\/Harry_Key_(Earth-616),Public Identity,Bad Characters,,Red Hair,Male Characters,,Living Characters,10,Jul-76,1976
14069,Rhomann Dey (Earth-616),\/Rhomann_Dey_(Earth-616),,Good Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,10,Sep-76,1976
1373,Yuri Petrovitch (Earth-616),\/Yuri_Petrovitch_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,10,Aug-76,1976
1694,Gazelle (Scratch) (Earth-616),\/Gazelle_(Scratch)_(Earth-616),Secret Identity,Good Characters,,,Female Characters,,Deceased Characters,10,Aug-77,1977
70948,James Carter (Earth-616),\/James_Carter_(Earth-616),No Dual Identity,Good Characters,,,Male Characters,,Living Characters,10,Jan-77,1977
246422,Kerwin Korman (Earth-616),\/Kerwin_Korman_(Earth-616),,Bad Characters,Yellow Eyes,Black Hair,Male Characters,,Living Characters,10,Jan-77,1977
2432,Taurus (LMD) (Earth-616),\/Taurus_(LMD)_(Earth-616),Secret Identity,Bad Characters,,Blond Hair,Female Characters,,Living Characters,10,Jul-77,1977
41894,Nereel (Earth-616),\/Nereel_(Earth-616),Secret Identity,Good Characters,,Black Hair,Female Characters,,Living Characters,10,Oct-78,1978
47467,Yu-Huang (Earth-616),\/Yu-Huang_(Earth-616),,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,10,Oct-80,1980
15407,Ahpuch (Earth-616),\/Ahpuch_(Earth-616),,Bad Characters,,No Hair,Male Characters,,Living Characters,10,Oct-82,1982
41592,Indries Moomji (Earth-616),\/Indries_Moomji_(Earth-616),Secret Identity,Bad Characters,Black Eyes,Black Hair,Female Characters,,Living Characters,10,Oct-82,1982
4252,Edward Cobert (Earth-616),\/Edward_Cobert_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Bald,Male Characters,,Living Characters,10,Dec-83,1983
42807,Ian McNee (Earth-616),\/Ian_McNee_(Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,10,Jan-83,1983
73954,Ika (Earth-616),\/Ika_(Earth-616),,Good Characters,,,Female Characters,,Living Characters,10,Jul-83,1983
653735,Kalibar (Earth-616),\/Kalibar_(Earth-616),,Good Characters,,,Male Characters,,Living Characters,10,May-83,1983
653716,Lavour (Earth-616),\/Lavour_(Earth-616),Public Identity,Bad Characters,,,Female Characters,,Living Characters,10,May-83,1983
2741,Michael Silk (Earth-616),\/Michael_Silk_(Earth-616),Public Identity,Good Characters,Pink Eyes,White Hair,Male Characters,,Living Characters,10,Apr-83,1983
653708,Moltar (Earth-616),\/Moltar_(Earth-616),Public Identity,Good Characters,,,Male Characters,,Living Characters,10,May-83,1983
653718,Ogeode (Earth-616),\/Ogeode_(Earth-616),Public Identity,Good Characters,,,Male Characters,,Living Characters,10,May-83,1983
458321,Vola (Earth-616),\/Vola_(Earth-616),Public Identity,Good Characters,,,Female Characters,,Deceased Characters,10,Oct-83,1983
